Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge-expmx(d=1),10000,2.161,false,10000,10000,9999,9987,9440,5904,1185,12,0,0,0,0,0,0,0
merge-expmx(d=2),2000,46.025,false,2000,2000,2000,2000,2000,1985,1764,715,8,0,0,0,0,0,0
merge-expmx(d=3),500,464.089,true,500,500,500,500,500,500,495,403,91,0,0,0,0,0,0
merge-expmx(d=4),500,34756.9,true,500,500,500,500,500,500,500,485,302,9,0,0,0,0,0
