Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score-expmx(d=1),10000,2.28,false,10000,10000,10000,9988,9517,6052,1314,12,0,0,0,0,0,0,0
score-expmx(d=2),2000,53.69,false,2000,2000,2000,2000,2000,1992,1871,1016,29,0,0,0,0,0,0
score-expmx(d=3),500,568.353,true,500,500,500,500,500,500,500,453,196,1,0,0,0,0,0
score-expmx(d=4),500,39978.9,true,500,500,500,500,500,500,500,489,345,18,0,0,0,0,0
