Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
rotating,500000,8.469,false,500000,500000,500000,499126,469207,282760,30400,16,0,0,0,0,0,0,0
