Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
corner-mnmx(d=1),10000,3.277,false,10000,10000,9999,9982,9768,6706,567,0,0,0,0,0,0,0,0
corner-mnmx(d=2),2000,40.823,false,2000,2000,2000,2000,1980,1656,766,109,0,0,0,0,0,0,0
corner-mnmx(d=3),500,263.466,true,500,500,500,500,497,426,190,21,1,0,0,0,0,0,0
corner-mnmx(d=4),500,14247.1,true,500,500,500,500,495,435,174,11,0,0,0,0,0,0,0
