Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
random,500000,6.1,false,500000,499994,498677,464789,276957,39107,113,0,0,0,0,0,0,0,0
