Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score-mnmx(d=1),10000,2.186,false,10000,10000,10000,9987,9573,6370,1883,18,0,0,0,0,0,0,0
score-mnmx(d=2),2000,33.885,false,2000,2000,2000,2000,1999,1962,1459,278,1,0,0,0,0,0,0
score-mnmx(d=3),500,243.863,true,500,500,500,500,500,496,398,117,0,0,0,0,0,0,0
score-mnmx(d=4),500,12746,true,500,500,500,500,500,498,413,118,0,0,0,0,0,0,0
