Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
spam_corner,500000,10.736,false,500000,499999,499825,494105,426530,215054,24020,53,0,0,0,0,0,0,0
