Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
corner-expmx(d=1),10000,3.441,false,10000,10000,10000,9991,9708,6567,257,0,0,0,0,0,0,0,0
corner-expmx(d=2),2000,92.727,false,2000,2000,2000,2000,2000,1993,1952,1631,580,10,0,0,0,0,0
corner-expmx(d=3),500,1014.64,true,500,500,500,500,500,500,499,495,464,273,12,0,0,0,0
corner-expmx(d=4),500,60661.9,true,500,500,500,500,500,500,500,499,488,408,93,0,0,0,0
