Strategy,Games,Time Taken,Computation Time,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,Total Score,Median Score,Total Moves,Median Moves
random,500000,1.204,4.816,500000,499990,498684,464723,277281,39266,92,0,0,0,0,0,0,0,547337468,1052,59184826,115
