Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
random,500000,6.102,false,500000,499986,498733,464590,276931,39281,98,0,0,0,0,0,0,0,0
