Strategy,Games,Time Taken,Computation Time,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,Average Score,Median Score,Average Move Count,Median Moves
corner-rnd_t(d=2 t=9),2000,25.402,101.434,100.0,100.0,100.0,100.0,99.95,99.15,92.95,73.35,28.55,1.3,0.0,0.0,0.0,0.0,17231.174,15866,970.647,934
corner-rnd_t(d=2 t=10),2000,32.325,129.199,100.0,100.0,100.0,100.0,99.95,99.4,93.6,74.1,32.55,1.25,0.0,0.0,0.0,0.0,18080.23,16170,1011.4955,953.5
corner-rnd_t(d=3 t=1),10000,4.229,16.913,100.0,100.0,100.0,100.0,99.9,96.37,71.25,18.31,0.1,0.0,0.0,0.0,0.0,0.0,6831.5216,6612,456.6759,450
corner-rnd_t(d=3 t=2),2000,6.668,26.66,100.0,100.0,100.0,100.0,99.95,98.2,82.75,38.6,3.05,0.0,0.0,0.0,0.0,0.0,9430.538,7456,591.2725,515
corner-rnd_t(d=3 t=3),2000,24.502,97.933,100.0,100.0,100.0,100.0,99.95,99.2,88.45,52.3,9.0,0.05,0.0,0.0,0.0,0.0,11759.93,11490,707.477,693
corner-rnd_t(d=3 t=4),500,17.083,67.995,100.0,100.0,100.0,100.0,100.0,99.6,92.0,63.6,19.2,0.6,0.0,0.0,0.0,0.0,14711.144,13630,848.576,811
corner-rnd_t(d=3 t=5),500,36.673,145.691,100.0,100.0,100.0,100.0,100.0,99.6,93.6,69.0,29.0,1.6,0.0,0.0,0.0,0.0,17278.056,15108,969.24,891
corner-rnd_t(d=3 t=6),500,71.694,285.481,100.0,100.0,100.0,100.0,100.0,99.8,96.8,76.0,37.8,4.8,0.0,0.0,0.0,0.0,20617.104,16680,1123.28,992
corner-rnd_t(d=3 t=7),500,124.686,498.118,100.0,100.0,100.0,100.0,100.0,99.6,97.4,81.4,49.2,7.6,0.0,0.0,0.0,0.0,23550.408,21376,1250.436,1126
corner-rnd_t(d=3 t=8),500,194.715,776.969,100.0,100.0,100.0,100.0,100.0,99.6,97.6,84.6,50.0,11.0,0.0,0.0,0.0,0.0,25182.88,23262,1322.634,1241
corner-rnd_t(d=3 t=9),500,308.258,1231.07,100.0,100.0,100.0,100.0,100.0,99.6,98.4,87.8,59.8,15.6,0.2,0.0,0.0,0.0,28948.072,27298,1489.562,1430.5
corner-rnd_t(d=3 t=10),500,444.368,1776.78,100.0,100.0,100.0,100.0,100.0,100.0,99.0,91.4,63.6,18.4,0.2,0.0,0.0,0.0,30858.008,27766,1573.9,1460
corner-rnd_t(d=4 t=1),10000,17.4,69.589,100.0,100.0,100.0,100.0,99.98,98.58,83.9,34.14,0.9,0.0,0.0,0.0,0.0,0.0,8381.5116,7120,533.8503,488
corner-rnd_t(d=4 t=2),500,16.246,64.712,100.0,100.0,100.0,100.0,100.0,100.0,95.6,70.2,18.0,0.0,0.0,0.0,0.0,0.0,14222.472,14164,818.9,816.5
corner-rnd_t(d=4 t=3),500,92.169,367.203,100.0,100.0,100.0,100.0,100.0,99.8,98.0,81.8,35.4,1.4,0.0,0.0,0.0,0.0,18289.208,15946,1005.63,933
corner-rnd_t(d=4 t=4),500,339.295,1356.09,100.0,100.0,100.0,100.0,100.0,99.8,97.2,87.6,48.8,6.0,0.0,0.0,0.0,0.0,22613.888,18222,1198.976,1051
corner-rnd_t(d=4 t=5),500,927.75,3704.22,100.0,100.0,100.0,100.0,100.0,100.0,99.2,91.8,59.8,11.6,0.0,0.0,0.0,0.0,26950.752,26876,1396.678,1390.5
corner-rnd_t(d=4 t=6),500,2207.77,8791.3,100.0,100.0,100.0,100.0,100.0,100.0,99.2,94.0,69.2,23.0,0.4,0.0,0.0,0.0,32671.392,30574,1637.92,1542
corner-rnd_t(d=4 t=7),500,4508.6,17988.3,100.0,100.0,100.0,100.0,100.0,100.0,99.0,95.4,73.8,31.2,1.0,0.0,0.0,0.0,37515.0,32952,1842.406,1699
corner-rnd_t(d=4 t=8),500,8595.48,34225.3,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.4,85.6,39.0,1.4,0.0,0.0,0.0,42953.712,36238,2079.566,1881
corner-rnd_t(d=4 t=9),500,14295,57036.1,100.0,100.0,100.0,100.0,100.0,100.0,99.8,98.2,87.0,43.0,3.2,0.0,0.0,0.0,45494.44,36498,2179.63,1905.5
corner-rnd_t(d=5 t=1),10000,68.635,274.425,100.0,100.0,100.0,100.0,99.99,99.47,91.75,46.84,2.28,0.0,0.0,0.0,0.0,0.0,9843.7208,7448,607.9514,516
corner-rnd_t(d=5 t=2),500,129.21,514.443,100.0,100.0,100.0,100.0,100.0,100.0,98.0,78.8,26.4,0.6,0.0,0.0,0.0,0.0,16513.392,15416,925.956,898
corner-rnd_t(d=5 t=3),500,1187.46,4732.87,100.0,100.0,100.0,100.0,100.0,100.0,99.2,91.0,52.8,6.2,0.2,0.0,0.0,0.0,23588.112,23194,1239.23,1184
corner-rnd_t(d=5 t=4),500,6090.03,24182.5,100.0,100.0,100.0,100.0,100.0,100.0,99.2,92.6,65.6,17.6,0.2,0.0,0.0,0.0,30293.928,27716,1532.55,1456
corner-rnd_t(d=5 t=5),500,21115.2,84109.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.6,77.0,30.6,1.0,0.0,0.0,0.0,36928.864,33674,1811.788,1710
corner-rnd_t(d=5 t=6),500,61124.1,243350,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,83.0,41.0,5.8,0.0,0.0,0.0,45435.856,36170,2160.096,1872
corner-mnmx(d=-1),500,8681.7,34445.5,100.0,100.0,100.0,100.0,100.0,100.0,99.4,97.2,79.8,29.8,0.8,0.0,0.0,0.0,38199.848,34608,1881.646,1779.5
corner-mnmx(d=0),500,753.877,2992.82,100.0,100.0,100.0,100.0,100.0,100.0,99.2,96.4,74.2,22.6,0.2,0.0,0.0,0.0,34178.488,32558,1713.872,1675
corner-mnmx(d=1),200000,19.761,79.044,100.0,100.0,100.0,99.9985,99.8245,97.5495,77.349,21.832,0.43,0.0,0.0,0.0,0.0,0.0,8168.8024,7664,546.2123,530
corner-mnmx(d=2),10000,34.781,139.1,100.0,100.0,100.0,100.0,100.0,99.69,96.6,80.36,32.76,1.15,0.0,0.0,0.0,0.0,18459.91,16204,1028.864,958
corner-mnmx(d=3),2000,174.718,698.409,100.0,100.0,100.0,100.0,100.0,99.85,98.9,92.7,63.9,9.8,0.0,0.0,0.0,0.0,27703.818,27478,1440.6395,1438
corner-mnmx(d=4),500,763.94,3043.03,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,69.6,13.6,0.0,0.0,0.0,0.0,30181.912,30634,1547.432,1546.5
corner-mnmx(d=5),500,12481.7,49696.4,100.0,100.0,100.0,100.0,100.0,100.0,99.0,95.4,74.0,20.8,0.2,0.0,0.0,0.0,33447.392,32514,1682.448,1672.5
corner-expmx(d=-1),500,291287,1.16008e+06,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.4,91.8,34.6,0.0,0.0,201640.584,177290,8082.716,7451.5
corner-expmx(d=0),500,10339.5,40977.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.6,91.4,65.2,7.2,0.0,0.0,130652.456,132930,5490.424,5578.5
corner-expmx(d=1),200000,24.596,98.384,100.0,100.0,100.0,99.999,99.834,97.5045,77.2945,20.325,0.3415,0.0,0.0,0.0,0.0,0.0,8267.0128,7796,554.7776,542
corner-expmx(d=2),10000,120.658,482.473,100.0,100.0,100.0,100.0,100.0,99.92,98.7,92.39,61.83,9.97,0.02,0.0,0.0,0.0,27648.2228,27320,1444.9926,1428
corner-expmx(d=3),2000,1931.38,7715.26,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,95.55,66.4,8.95,0.0,0.0,0.0,62343.02,61084,2893.797,2856
corner-expmx(d=4),500,11919,47568.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,98.2,85.6,30.6,0.2,0.0,0.0,87779.704,80198,3895.862,3716.5
full_wall-rnd_t(d=1 t=1),200000,7.347,29.388,100.0,100.0,100.0,99.967,98.709,87.4915,50.5815,11.5225,0.4485,0.0,0.0,0.0,0.0,0.0,5514.4588,4892,388.3563,352
full_wall-rnd_t(d=1 t=2),200000,13.147,52.588,100.0,100.0,100.0,99.978,98.9985,89.279,54.5555,13.149,0.6225,0.0005,0.0,0.0,0.0,0.0,5911.8379,5356,411.4545,378
full_wall-rnd_t(d=1 t=3),200000,19.423,77.692,100.0,100.0,100.0,99.975,99.052,89.983,55.608,13.8075,0.683,0.0005,0.0,0.0,0.0,0.0,6034.7442,5440,418.4777,385
full_wall-rnd_t(d=1 t=4),200000,24.8,99.2,100.0,100.0,100.0,99.9775,99.121,90.14,56.2695,13.92,0.651,0.001,0.0,0.0,0.0,0.0,6080.6626,5476,421.2682,388
full_wall-rnd_t(d=1 t=5),200000,30.542,122.168,100.0,100.0,100.0,99.98,99.1505,90.2505,56.7365,14.171,0.7145,0.0005,0.0,0.0,0.0,0.0,6134.9306,5524,424.3221,392
full_wall-rnd_t(d=1 t=6),200000,36.166,144.661,100.0,100.0,100.0,99.9795,99.1615,90.5445,57.2285,14.2625,0.735,0.0,0.0,0.0,0.0,0.0,6174.4986,5564,426.612,394
full_wall-rnd_t(d=1 t=7),200000,41.784,167.133,100.0,100.0,100.0,99.9845,99.19,90.6375,57.4715,14.445,0.7575,0.0015,0.0,0.0,0.0,0.0,6208.9352,5588,428.5093,396
full_wall-rnd_t(d=1 t=8),200000,47.339,189.351,100.0,100.0,100.0,99.979,99.181,90.875,57.83,14.5865,0.747,0.0,0.0,0.0,0.0,0.0,6240.422,5616,430.3552,398
full_wall-rnd_t(d=1 t=9),200000,53.205,212.819,100.0,100.0,99.9995,99.981,99.193,90.828,58.016,15.007,0.761,0.0005,0.0,0.0,0.0,0.0,6281.1484,5640,432.5568,400
full_wall-rnd_t(d=1 t=10),200000,58.998,235.99,100.0,100.0,100.0,99.9795,99.192,90.9875,58.465,15.1145,0.804,0.0005,0.0,0.0,0.0,0.0,6315.669,5668,434.4719,402
full_wall-rnd_t(d=2 t=1),200000,37.357,149.425,100.0,100.0,100.0,99.9915,99.5445,93.8995,72.119,34.179,5.211,0.025,0.0,0.0,0.0,0.0,8615.7206,7036,542.5415,480
full_wall-rnd_t(d=2 t=2),10000,9.773,39.088,100.0,100.0,100.0,100.0,99.95,98.17,89.41,65.64,24.61,0.75,0.0,0.0,0.0,0.0,15078.146,13824,857.5004,805
full_wall-rnd_t(d=2 t=3),10000,25.612,102.441,100.0,100.0,100.0,100.0,99.92,98.93,93.96,76.95,37.98,2.35,0.0,0.0,0.0,0.0,19040.556,16252,1044.6447,963
full_wall-rnd_t(d=2 t=4),10000,48.715,194.815,100.0,100.0,100.0,100.0,99.97,99.45,95.58,83.57,46.92,3.84,0.0,0.0,0.0,0.0,21681.5072,17024,1167.2791,1018.5
full_wall-rnd_t(d=2 t=5),10000,77.751,310.92,100.0,100.0,100.0,100.0,99.98,99.55,96.64,85.29,49.81,4.67,0.01,0.0,0.0,0.0,22800.2272,20868,1219.7796,1084
full_wall-rnd_t(d=2 t=6),2000,23.054,92.091,100.0,100.0,100.0,100.0,99.95,99.45,96.8,87.55,54.65,5.15,0.0,0.0,0.0,0.0,24011.83,24632,1275.9495,1261
full_wall-rnd_t(d=2 t=7),2000,32.5,129.832,100.0,100.0,100.0,100.0,99.95,99.45,97.75,89.8,58.25,6.7,0.0,0.0,0.0,0.0,25398.128,26572,1339.08,1374
full_wall-rnd_t(d=2 t=8),2000,43.361,173.228,100.0,100.0,100.0,100.0,99.95,99.8,97.95,90.1,60.8,8.45,0.0,0.0,0.0,0.0,26391.23,27298,1381.736,1424.5
full_wall-rnd_t(d=2 t=9),2000,53.623,214.23,100.0,100.0,100.0,100.0,99.95,99.7,97.6,90.4,58.85,7.1,0.0,0.0,0.0,0.0,25820.406,26940,1358.0485,1400
full_wall-rnd_t(d=2 t=10),2000,67.929,271.277,100.0,100.0,100.0,100.0,99.95,99.8,98.35,90.4,61.25,8.75,0.0,0.0,0.0,0.0,26768.852,27432,1400.2945,1438
full_wall-rnd_t(d=3 t=1),10000,6.87,27.472,100.0,100.0,100.0,99.99,99.53,95.11,75.65,37.77,6.09,0.03,0.0,0.0,0.0,0.0,9056.9672,7120,561.6579,488
full_wall-rnd_t(d=3 t=2),2000,15.703,62.708,100.0,100.0,100.0,100.0,100.0,98.55,91.8,71.95,35.7,3.1,0.0,0.0,0.0,0.0,17950.228,15454,982.566,899
full_wall-rnd_t(d=3 t=3),2000,66.084,264.24,100.0,100.0,100.0,100.0,99.9,99.25,96.0,85.2,54.1,8.5,0.0,0.0,0.0,0.0,24466.146,23362,1282.83,1200
full_wall-rnd_t(d=3 t=4),500,42.874,170.954,100.0,100.0,100.0,100.0,100.0,99.6,97.2,88.2,61.0,15.8,0.0,0.0,0.0,0.0,28546.76,27668,1464.626,1456
full_wall-rnd_t(d=3 t=5),500,91.975,365.573,100.0,100.0,100.0,100.0,100.0,99.6,98.6,91.6,70.6,23.0,0.4,0.0,0.0,0.0,32759.96,30800,1639.232,1556
full_wall-rnd_t(d=3 t=6),500,174.551,696.083,100.0,100.0,100.0,100.0,100.0,100.0,98.8,95.4,78.4,29.2,0.4,0.0,0.0,0.0,37219.456,34728,1838.38,1784
full_wall-rnd_t(d=3 t=7),500,282.05,1125.89,100.0,100.0,100.0,100.0,100.0,99.6,98.2,94.8,78.8,31.4,1.0,0.0,0.0,0.0,38481.544,35194,1892.442,1822.5
full_wall-rnd_t(d=3 t=8),500,461.128,1837.43,100.0,100.0,100.0,100.0,100.0,100.0,99.8,96.0,85.2,36.6,2.0,0.0,0.0,0.0,42926.544,36380,2084.81,1894.5
full_wall-rnd_t(d=3 t=9),500,671.94,2683.81,100.0,100.0,100.0,100.0,100.0,99.6,98.8,96.2,85.6,41.6,2.0,0.0,0.0,0.0,44831.944,36614,2161.48,1910.5
full_wall-rnd_t(d=3 t=10),500,955.359,3798.22,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.2,88.4,44.6,2.6,0.0,0.0,0.0,46677.88,36990,2241.08,1940
full_wall-rnd_t(d=4 t=1),10000,23.168,92.649,100.0,100.0,100.0,100.0,99.75,96.47,78.26,34.59,3.55,0.02,0.0,0.0,0.0,0.0,8565.2528,7100,539.9842,486
full_wall-rnd_t(d=4 t=2),500,28.861,114.635,100.0,100.0,100.0,100.0,100.0,98.4,95.8,75.2,37.4,4.0,0.0,0.0,0.0,0.0,18765.768,15616,1018.13,910
full_wall-rnd_t(d=4 t=3),500,184.269,736.128,100.0,100.0,100.0,100.0,100.0,100.0,97.2,87.8,55.8,12.4,0.0,0.0,0.0,0.0,26153.68,24434,1354.132,1249.5
full_wall-rnd_t(d=4 t=4),500,730.932,2913.07,100.0,100.0,100.0,100.0,100.0,100.0,99.0,94.4,73.4,28.8,0.8,0.0,0.0,0.0,35890.8,32680,1774.864,1688
full_wall-rnd_t(d=4 t=5),500,1955.06,7776.16,100.0,100.0,100.0,100.0,100.0,99.8,98.8,95.8,79.2,34.8,1.2,0.0,0.0,0.0,40867.744,36126,1991.4,1864
full_wall-rnd_t(d=4 t=6),500,4469.48,17840.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.6,88.0,47.4,2.0,0.0,0.0,0.0,46662.792,37298,2235.908,1961
full_wall-rnd_t(d=4 t=7),500,8954.88,35556,100.0,100.0,100.0,100.0,100.0,100.0,99.4,98.0,89.2,51.4,5.4,0.0,0.0,0.0,51682.696,50842,2444.366,2305.5
full_wall-rnd_t(d=4 t=8),500,16013.5,63792.8,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.6,91.0,57.4,6.4,0.0,0.0,0.0,55364.48,56788,2591.678,2608.5
full_wall-rnd_t(d=4 t=9),500,26971.3,107708,100.0,100.0,100.0,100.0,100.0,100.0,99.8,98.4,92.0,63.4,8.0,0.0,0.0,0.0,59312.392,60568,2757.892,2821
full_wall-rnd_t(d=5 t=1),10000,86.947,347.693,100.0,100.0,100.0,100.0,99.81,98.1,85.01,42.11,4.77,0.0,0.0,0.0,0.0,0.0,9493.01,7360,587.0749,508
full_wall-rnd_t(d=5 t=2),500,254.634,1014.88,100.0,100.0,100.0,100.0,100.0,100.0,98.0,87.6,55.2,8.6,0.0,0.0,0.0,0.0,24786.832,23554,1294.338,1219.5
full_wall-rnd_t(d=5 t=3),500,2496.32,9947.83,100.0,100.0,100.0,100.0,99.8,99.8,98.2,92.2,71.8,30.0,0.4,0.0,0.0,0.0,35490.376,32040,1751.78,1635
full_wall-rnd_t(d=5 t=4),500,12130,48476.6,100.0,100.0,100.0,100.0,100.0,100.0,99.6,95.8,82.6,43.2,1.8,0.0,0.0,0.0,44044.52,36682,2119.55,1920.5
full_wall-rnd_t(d=5 t=5),500,42413.2,169088,100.0,100.0,100.0,100.0,100.0,100.0,99.8,97.0,88.4,53.8,5.8,0.0,0.0,0.0,52908.496,51256,2490.05,2329
full_wall-rnd_t(d=5 t=6),500,110928,442885,100.0,100.0,100.0,100.0,100.0,100.0,99.4,97.4,90.8,60.0,7.0,0.0,0.0,0.0,56884.296,59046,2655.296,2734.5
full_wall-mnmx(d=-1),500,13728.2,54780.3,100.0,100.0,100.0,100.0,100.0,100.0,99.8,96.4,74.4,12.4,0.0,0.0,0.0,0.0,32401.528,34188,1656.054,1749
full_wall-mnmx(d=0),500,1233.1,4913.94,100.0,100.0,100.0,100.0,100.0,100.0,99.4,96.8,75.0,11.4,0.0,0.0,0.0,0.0,31897.752,32510,1632.558,1677.5
full_wall-mnmx(d=1),200000,34.141,136.562,100.0,100.0,100.0,99.9875,99.4725,92.59,61.3725,17.4595,1.036,0.0,0.0,0.0,0.0,0.0,6692.4835,5978,453.9878,421
full_wall-mnmx(d=2),10000,88.909,355.577,100.0,100.0,100.0,100.0,99.99,99.74,97.04,80.04,29.71,0.44,0.0,0.0,0.0,0.0,18030.6788,16176,1010.3948,954
full_wall-mnmx(d=3),2000,431.109,1723.21,100.0,100.0,100.0,100.0,100.0,100.0,99.0,92.0,63.0,6.15,0.0,0.0,0.0,0.0,27220.434,27528,1428.2455,1446
full_wall-mnmx(d=4),500,1778.8,7111,100.0,100.0,100.0,100.0,100.0,100.0,99.0,93.0,62.4,10.0,0.0,0.0,0.0,0.0,28744.944,28688,1493.17,1499.5
full_wall-mnmx(d=5),500,26666.1,106284,100.0,100.0,100.0,100.0,100.0,100.0,99.8,96.4,73.4,10.6,0.0,0.0,0.0,0.0,31193.896,32268,1602.05,1657
full_wall-expmx(d=-1),500,156728,625729,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.2,90.8,42.4,1.8,0.0,0.0,104074.968,80728,4521.824,3755.5
full_wall-expmx(d=0),500,7222.51,28811,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,78.0,23.0,0.0,0.0,0.0,80468.936,77244,3616.414,3554
full_wall-expmx(d=1),200000,47.312,189.245,100.0,100.0,100.0,99.9895,99.5415,93.1055,62.339,17.9615,1.0885,0.0005,0.0,0.0,0.0,0.0,6800.208,6076,460.1449,427
full_wall-expmx(d=2),10000,392.545,1570.02,100.0,100.0,100.0,100.0,100.0,99.9,99.46,95.83,73.47,14.58,0.03,0.0,0.0,0.0,31915.08,32550,1633.0138,1675
full_wall-expmx(d=3),2000,5882.79,23508.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,97.4,63.8,9.8,0.0,0.0,0.0,62710.656,60826,2912.624,2844.5
full_wall-expmx(d=4),500,32337.7,128677,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.2,80.6,22.0,0.0,0.0,0.0,80590.696,76904,3624.768,3541
wall_gap-rnd_t(d=1 t=1),200000,7.367,29.468,100.0,100.0,100.0,99.954,98.321,83.753,42.0445,7.88,0.141,0.0,0.0,0.0,0.0,0.0,4811.3177,3908,349.3336,316
wall_gap-rnd_t(d=1 t=2),200000,13.39,53.56,100.0,100.0,100.0,99.977,98.6235,85.435,45.679,9.204,0.214,0.0,0.0,0.0,0.0,0.0,5144.0579,4168,369.0491,333
wall_gap-rnd_t(d=1 t=3),200000,19.806,79.224,100.0,100.0,100.0,99.9785,98.686,85.7345,46.5495,9.4615,0.238,0.0,0.0,0.0,0.0,0.0,5223.8284,4228,373.8022,337
wall_gap-rnd_t(d=1 t=4),200000,25.346,101.381,100.0,100.0,100.0,99.973,98.654,85.8255,46.625,9.6545,0.2505,0.0,0.0,0.0,0.0,0.0,5250.8962,4244,375.3769,338
wall_gap-rnd_t(d=1 t=5),200000,31.239,124.953,100.0,100.0,100.0,99.971,98.7295,86.1605,47.0865,9.659,0.249,0.0,0.0,0.0,0.0,0.0,5288.0666,4324,377.692,340
wall_gap-rnd_t(d=1 t=6),200000,37.044,148.174,100.0,100.0,100.0,99.9745,98.7715,86.254,47.545,9.941,0.2715,0.0,0.0,0.0,0.0,0.0,5324.4427,4412,379.6409,342
wall_gap-rnd_t(d=1 t=7),200000,42.781,171.124,100.0,100.0,100.0,99.9765,98.769,86.4445,47.708,9.8105,0.2675,0.0,0.0,0.0,0.0,0.0,5335.8336,4456,380.4933,343
wall_gap-rnd_t(d=1 t=8),200000,48.533,194.131,100.0,100.0,100.0,99.9735,98.7475,86.456,47.9215,9.9545,0.2765,0.0,0.0,0.0,0.0,0.0,5359.9653,4500,381.841,344
wall_gap-rnd_t(d=1 t=9),200000,54.577,218.306,100.0,100.0,100.0,99.98,98.7865,86.581,48.315,10.16,0.288,0.0,0.0,0.0,0.0,0.0,5392.1205,4564,383.5764,346
wall_gap-rnd_t(d=1 t=10),200000,60.286,241.143,100.0,100.0,100.0,99.9775,98.8105,86.6965,48.327,10.08,0.284,0.0,0.0,0.0,0.0,0.0,5390.7855,4564,383.6429,346
wall_gap-rnd_t(d=2 t=1),200000,37.28,149.117,100.0,100.0,100.0,99.999,99.738,95.3575,72.278,23.9305,0.535,0.0,0.0,0.0,0.0,0.0,7374.3942,6904,485.2567,470
wall_gap-rnd_t(d=2 t=2),10000,8.942,35.762,100.0,100.0,100.0,100.0,99.93,98.17,88.17,54.94,7.94,0.0,0.0,0.0,0.0,0.0,11437.1684,11474,688.1683,686
wall_gap-rnd_t(d=2 t=3),10000,24.315,97.237,100.0,100.0,100.0,100.0,99.96,98.93,93.21,70.92,22.04,0.29,0.0,0.0,0.0,0.0,15167.6792,14564,864.7723,853
wall_gap-rnd_t(d=2 t=4),10000,48.501,193.938,100.0,100.0,100.0,100.0,99.92,99.06,95.18,79.6,34.26,1.06,0.0,0.0,0.0,0.0,18249.0688,16084,1008.336,944
wall_gap-rnd_t(d=2 t=5),10000,81.826,327.267,100.0,100.0,100.0,100.0,99.94,99.13,95.86,84.0,43.37,2.42,0.0,0.0,0.0,0.0,20537.0912,16366,1112.1994,973
wall_gap-rnd_t(d=2 t=6),2000,24.709,98.654,100.0,100.0,100.0,99.95,99.95,99.05,96.35,86.85,48.6,3.15,0.0,0.0,0.0,0.0,22059.106,16578,1182.535,995
wall_gap-rnd_t(d=2 t=7),2000,35.048,140.115,100.0,100.0,100.0,100.0,100.0,99.45,97.65,88.55,52.25,5.05,0.0,0.0,0.0,0.0,23474.83,23286,1246.583,1197
wall_gap-rnd_t(d=2 t=8),2000,47.462,189.644,100.0,100.0,100.0,100.0,99.95,99.55,97.85,89.95,57.2,5.95,0.0,0.0,0.0,0.0,24757.72,25954,1303.291,1343.5
wall_gap-rnd_t(d=2 t=9),2000,61.031,244,100.0,100.0,100.0,100.0,100.0,99.75,97.85,90.95,59.05,6.75,0.0,0.0,0.0,0.0,25387.164,26868,1332.366,1389
wall_gap-rnd_t(d=2 t=10),2000,75.476,301.526,100.0,100.0,100.0,100.0,100.0,99.6,97.95,91.3,59.85,6.75,0.0,0.0,0.0,0.0,25581.9,26824,1340.0685,1386
wall_gap-rnd_t(d=3 t=1),10000,6.012,24.044,100.0,100.0,100.0,100.0,99.68,94.64,67.47,16.54,0.14,0.0,0.0,0.0,0.0,0.0,6606.6196,6432,445.5927,439
wall_gap-rnd_t(d=3 t=2),2000,12.211,48.804,100.0,100.0,100.0,100.0,99.85,98.75,88.3,52.3,6.4,0.0,0.0,0.0,0.0,0.0,11091.484,10952,672.019,667
wall_gap-rnd_t(d=3 t=3),2000,54.571,218.051,100.0,100.0,100.0,100.0,100.0,99.6,96.15,75.6,26.2,0.35,0.0,0.0,0.0,0.0,16319.774,15448,920.4005,902
wall_gap-rnd_t(d=3 t=4),500,39.355,157.351,100.0,100.0,100.0,100.0,100.0,99.6,97.6,84.8,46.6,3.8,0.0,0.0,0.0,0.0,21777.184,16604,1166.692,985
wall_gap-rnd_t(d=3 t=5),500,90.679,361.555,100.0,100.0,100.0,100.0,100.0,100.0,99.0,90.4,59.6,12.0,0.0,0.0,0.0,0.0,27222.288,26866,1405.918,1382.5
wall_gap-rnd_t(d=3 t=6),500,175.072,697.573,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.4,69.6,16.6,0.4,0.0,0.0,0.0,31444.256,32064,1594.064,1631
wall_gap-rnd_t(d=3 t=7),500,295.545,1173.44,100.0,100.0,100.0,100.0,100.0,100.0,99.6,95.2,72.8,22.8,0.6,0.0,0.0,0.0,34216.376,32382,1710.802,1665
wall_gap-rnd_t(d=3 t=8),500,491.368,1959,100.0,100.0,100.0,100.0,100.0,100.0,99.8,96.6,80.6,33.2,0.8,0.0,0.0,0.0,39464.448,35442,1931.982,1822
wall_gap-rnd_t(d=3 t=9),500,721.53,2878.85,100.0,100.0,100.0,100.0,99.8,99.8,99.4,96.6,84.2,34.4,0.8,0.0,0.0,0.0,41111.568,35956,2006.84,1860
wall_gap-rnd_t(d=3 t=10),500,1011.12,4011.96,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,85.0,37.0,1.0,0.0,0.0,0.0,42181.544,35752,2048.314,1839.5
wall_gap-rnd_t(d=4 t=1),10000,23.078,92.302,100.0,100.0,100.0,100.0,99.74,96.35,75.19,24.31,0.27,0.0,0.0,0.0,0.0,0.0,7437.3344,7000,487.9897,475.5
wall_gap-rnd_t(d=4 t=2),500,25.297,100.817,100.0,100.0,100.0,100.0,99.8,99.6,95.4,67.0,13.6,0.0,0.0,0.0,0.0,0.0,13480.808,13538,787.512,786.5
wall_gap-rnd_t(d=4 t=3),500,172.508,683.664,100.0,100.0,100.0,100.0,99.8,99.6,96.8,83.8,41.4,3.0,0.0,0.0,0.0,0.0,20323.2,16292,1101.306,965
wall_gap-rnd_t(d=4 t=4),500,695.937,2770.65,100.0,100.0,100.0,100.0,100.0,100.0,99.4,93.8,64.4,12.6,0.2,0.0,0.0,0.0,28652.768,27610,1471.17,1448.5
wall_gap-rnd_t(d=4 t=5),500,1907.1,7608.01,100.0,100.0,100.0,100.0,100.0,100.0,99.6,95.2,72.8,21.8,0.2,0.0,0.0,0.0,33829.064,32378,1694.19,1661.5
wall_gap-rnd_t(d=4 t=6),500,4728.72,18867.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.2,84.0,39.2,1.4,0.0,0.0,0.0,42916.616,36096,2075.104,1863.5
wall_gap-rnd_t(d=4 t=7),500,9564.34,38041.9,100.0,100.0,100.0,100.0,100.0,100.0,99.8,98.8,87.8,46.8,3.8,0.0,0.0,0.0,48132.848,36476,2289.302,1901
wall_gap-rnd_t(d=4 t=8),500,16972.1,67574.5,100.0,100.0,100.0,100.0,100.0,100.0,99.8,97.6,86.0,51.6,6.0,0.0,0.0,0.0,51215.568,51630,2407.898,2370.5
wall_gap-rnd_t(d=4 t=9),500,27960.4,111224,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.6,92.0,50.0,7.4,0.0,0.0,0.0,53048.664,43488,2491.734,2064
